JKFA023;Colpohystérectomie totale élargie aux paramètres, par abord vaginal
HFDA001;Gastropexie chez l'enfant, par laparotomie
HEQH001;Radiographie de l'oesophage avec opacification par produit de contraste [Transit oesophagien]
HEQH002;Radiographie oeso-gastro-duodénale avec opacification par produit de contraste [Transit oeso-gastro-duodénal]
HDFA017;Oropharyngectomie postérieure, par cervicotomie
HDMA009;Vélopharyngoplastie ou pharyngoplastie avec lambeau pharyngé et lambeau palatin
HEFA001;OEsophagectomie avec oesophagogastroplastie, par thoracophrénotomie gauche
HEPA002;OEso-cardio-myotomie extramuqueuse avec réalisation de procédé antireflux, par laparotomie
HDFA018;Exérèse de lésion du pharynx, par pharyngotomie
HDJD001;Évacuation de collection rétrostylienne, par voie buccale
HDMA008;Pharyngoplastie pour sténose vélo-oro-rhino-pharyngée
HEFA009;OEsophagectomie avec oesophagocoloplastie, par thoracotomie et par laparotomie
HECA001;Suture de plaie ou de perforation de l'oesophage, par cervicotomie
HECA003;Exclusion bipolaire de l'oesophage, par cervicotomie et par laparotomie
JCEA003;Réimplantation urétérovésicale avec plastie de la vessie par mobilisation [vessie psoïque] ou allongement par lambeau pédiculé, par abord direct
JCGA001;Ablation de calcul de l'uretère pelvien, par abord direct
JCCA012;Anastomose urétérocolique ou urétérorectale avec confection d'un réservoir détubulé rectosigmoïdien ou iléo-recto-sigmoïdien, par abord direct
JCFA006;Exérèse unilatérale d'une urétérocèle avec réimplantation urétérovésicale bilatérale, par abord direct
JEMA014;Urétroplastie pour hypospadias balanique ou pénien antérieur, avec reconstruction du prépuce
JEMA011;Méatoplastie de l'urètre par abord direct, chez le garçon
JECA001;Urétrostomie cutanée
LBFA002;Exérèse de lésion de l'os maxillaire et/ou du corps de la mandibule de plus de 4 cm de grand axe, par abord intrabuccal
LAPA016;Taille et transposition de volet crânien n'intéressant pas les orbites, avec remodelage du pôle postérieur du crâne
LBCA004;Ostéosynthèse de fracture du condyle de la mandibule à foyer ouvert, sans dissection du nerf facial
LAQK007;Analyse céphalométrique craniofaciale tridimensionnell
LAPA002;Ostéotomie de l'os zygomatique [malaire], par abord facial
LAPB007;Dégagement et activation de 7 implants intraosseux intra buccaux, chez l'adulte
LAPA012;Décompression de l'orbite par effondrement de la paroi inférieure et/ou de la paroi médiale, par abord direct
LAQK008;Téléradiographie du crâne et du massif facial selon 3 incidences
LAQK010;Analyse céphalométrique craniofaciale bidimensionnelle avec simulation des objectifs thérapeutique
LBFA009;Résection interruptrice segmentaire antérieure du corps de la mandibule avec comblement, par abord direct
LBFA018;Résection modelante de la mandibule, par abord intrabuccal
LBED006;Réduction orthopédique de fracture extracondylaire unifocale de la mandibule, avec blocage maxillomandibulaire
LBFA001;Exérèse de la totalité de la voûte palatine, par abord direct
LBBA003;Apposition modelante de la mandibule, par abord intrabuccal ou facial
JQQM008;Échographie et hémodynamique doppler du coeur et des vaisseaux intrathoraciques du foetus
JQGD010;Accouchement céphalique unique par voie naturelle, chez une primipare
JZMA001;Plastie des organes génitaux externes pour transsexualisme masculin
JVQP004;Étude des transferts des électrolytes dans le tubule rénal et de leurs facteurs de régulation, avec administration de substance exogène
JZQH001;Exploration radiologique des anomalies du sinus urogénital [Génitographie externe]
JZQD001;Étude urodynamique du haut appareil urinaire
KZQL002;Scintigraphie aux analogues de la somatostatine avec tomoscintigraphie complémentaire, scintigraphie du corps entier complémentaire d'une image segmentaire et scintigraphie du corps entier à 72 heures
JDFC023;Cystectomie partielle, par coelioscopie
JDLD002;Instillation vésicale d'agent pharmacologique par cathétérisme urétral
LMMA017;Cure unilatérale d'une hernie de l'aine sans pose de prothèse sous anesthésie générale ou locorégionale, par abord inguinal
LLFA013;Exérèse partielle du diaphragme avec pose de prothèse, par thoracotomie
LAMA007;Réfection du plancher de l'orbite, par abord direct
LBFA010;Résection modelante du menton, par abord intrabuccal
LARA002;Mobilisation partielle d'un cadre de l'orbite, par abord extracrânien
ZZQP148;Examen anatomopathologique de prélèvements biopsiques étagés d'une structure anatomique
ZZMP018;Préparation à une radiothérapie de contact intracavitaire
ZZMP016;Préparation à une irradiation externe en conditions stéréotaxiques sans synchronisation avec la respiration avec dosimétrie tridimensionnelle avec HDV après repérage par fusion numérique multimodale et simulation virtuelle utilisant la fonction "vue de la source" [beam's eye view] [BEV] et la restitution tridimensionnelle
ZZMP013;Préparation à une irradiation externe en conditions stéréotaxiques avec synchronisation avec la respiration avec dosimétrie tridimensionnelle avec HDV après repérage par fusion numérique multimodale et simulation virtuelle utilisant la fonction "vue de la source" [beam's eye view] [BEV] et la restitution tridimensionnelle
ZZQP111;Examen anatomopathologique de pièces d'exérèse bilatérale d'une structure anatomique paire, avec examen des marges ou de recoupe
YYYY060;Examen immunocytochimique de l'étalement d'un produit de ponction ou d'un produit d'aspiration ou de liquide de ponction, d'émission ou de lavage d'une structure anatomique
ZZQP132;Examen anatomopathologique de prélèvement biopsique de 3 structures anatomiques ou plus
YYYY042;Supplément pour diagnostic histopathologique portant sur des lésions malignes tumorales
YYYY040;Supplément pour diagnostic histopathologique portant sur des lésions tumorales
ZZMK028;Préparation à une irradiation externe avec repérage par simulateur-scanographe, dosimétrie bidimensionnelle, simulation à l'aide d'un simulateur-scanographe et fabrication de cache personnalisé focalisé et/ou paramétrage d'un collimateur multilame
ZZQP134;Examen cytopathologique de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage d'une structure anatomique, avec prélèvements différenciés
ZZNL052;Séance d'irradiation externe en conditions stéréotaxiques par machine produisant des photons avec guidage par imagerie, avec synchronisation avec la respiration
ZZQP186;Examen anatomopathologique par hybridation in situ
ZZQP192;Examen anatomopathologique de pièces d'exérèse bilatérale d'une structure anatomique paire en plusieurs fragments différenciés par le préleveur sur chaque structure anatomique, sans examen des marges ou de recoupe
ZZQP123;Examen anatomopathologique de fragment de résection endoscopique ou de curetage de structure anatomique, non différencié par le préleveur
ZZQP191;Examen anatomopathologique de pièce d'exérèse bilatérale de plusieurs structures anatomiques contigües paires, sans examen des marges ou de recoupe
ZZQP145;Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage de 2 structures anatomiques, avec prélèvement non différencié sur chaque structure
ZZNL050;Séance d'irradiation externe par accélérateur linéaire avec modulation d'intensité, sans contrôle de la position de la cible
ZZQP156;Examen anatomopathologique de prélèvements biopsiques étagés de muqueuse d'une structure anatomique
ZZNL059;Séance d'irradiation externe en conditions stéréotaxiques par machine dédiée produisant des photons avec guidage par imagerie, sans synchronisation avec la respiration
ZZNL051;Séance d'irradiation externe par machine dédiée produisant des photons avec modulation d'intensité et contrôle de la position de la cible par imagerie [IGRT]
ZZQP157;Examen anatomopathologique de prélèvement biopsique de muqueuse de 3 structures anatomiques
ZZNL054;Séance d'irradiation externe par accélérateur linéaire avec modulation d'intensité, avec contrôle de la position de la cible
ZZNL058;Séance d'irradiation externe en conditions stéréotaxiques par machine produisant des photons avec guidage par imagerie, sans synchronisation avec la respiration
DGKA008;Remplacement de l'aorte thoracique descendante et de l'aorte juxtadiaphragmatique, par thoraco-phréno-laparotomie avec CEC
DGKA009;Remplacement de l'aorte thoracique descendante, par thoracotomie sans CEC
DGKA021;Remplacement de l'aorte thoracique descendante pour sténose congénitale, par thoracotomie avec CEC
DGKA001;Remplacement de l'aorte thoracique ascendante et de l'aorte horizontale sans remplacement de la valve aortique, sans réimplantation des artères coronaires, par thoracotomie avec CEC
DASA003;Fermeture d'une communication interatriale, par thoracotomie avec CEC
DBKA005;Remplacement de la valve atrioventriculaire gauche par homogreffe, par thoracotomie avec CEC
DAMA901;Cardiomyoplastie de substitution ventriculaire, par thoracotomie sans CEC
DAQL015;Tomoscintigraphie des cavités cardiaques au repos, avec synchronisation à l'électrocardiogramme
DBAF003;Dilatation intraluminale de l'orifice atrioventriculaire droit, par voie veineuse transcutanée
DASA002;Fermeture d'une communication atrioventriculaire sans geste sur le septum interventriculaire, par thoracotomie avec CEC
DASA009;Fermeture d'une communication interventriculaire avec correction d'une sténose de l'aorte thoracique horizontale et/ou de l'isthme aortique, par thoracotomie avec CEC
DBKA011;Remplacement de la valve aortique par prothèse en position non anatomique, par thoracotomie avec CEC
DBMA002;Valvoplastie atrioventriculaire gauche, par thoracotomie avec CEC
CDQP016;Audiométrie automatique
DAQL900;Tomoscintigraphie des cavités cardiaques après épreuve d'effort ou épreuve pharmacologique, avec synchronisation à l'électrocardiogramme
CERP004;Épreuve vestibulaire pendulaire ou rotatoire avec électronystagmographie ou vidéonystagmographie
DAQL008;Scintigraphie des cavités cardiaques au repos selon plusieurs incidences
DBMA010;Reconstruction de l'anneau aortique avec remplacement de la valve par homogreffe, par thoracotomie avec CEC
DAQL005;Recherche radio-isotopique de thrombose intracardiaque
DAMA003;Création d'une communication interatriale, par thoracotomie
DBMA007;Reconstruction de l'anneau atrioventriculaire gauche avec valvoplastie, par thoracotomie avec CEC
DAQL011;Tomoscintigraphie de perfusion myocardique de repos, avec tomoscintigraphie de perfusion myocardique après épreuve d'effort ou épreuve pharmacologique sans synchronisation à l'électrocardiogramme
DAFA005;Exérèse d'une tumeur du coeur, par thoracotomie sans CEC
DASF004;Fermeture d'une communication interatriale, par voie veineuse transcutanée
AFKB001;Changement d'un cathéter intrathécal spinal relié à un système diffuseur ou une pompe implanté souscutané
AFLB008;Pose d'un cathéter péridural [épidural], avec pose d'un système diffuseur ou d'une pompe implantable souscutané
AELA001;Implantation d'électrode de stimulation de la moelle épinière à visée thérapeutique, par abord direct
AHCA008;Suture de plaies du nerf médian et du nerf ulnaire au poignet avec suture de plaie de l'artère radiale ou de l'artère ulnaire, par abord direct
AFLB013;Séance d'administration intrathécale d'agent pharmacologique anticancéreux, par un dispositif implanté
JBFE001;Exérèse de tumeur pyélique et/ou calicielle, par endoscopie rétrograde
JCLD001;Pose d'une endoprothèse urétérale, par une néphrostomie déjà en place
JCEE001;Refoulement de calcul de l'uretère par sonde urétérale, par endoscopie rétrograde
JCFA004;Exérèse d'une urétérocèle avec réimplantation urétérovésicale, héminéphrectomie et urétérectomie totale homolatérales, par abord direct
JCMA001;Transformation d'une urétérostomie cutanée en anastomose urétérocolique directe
JCFD001;Exérèse de tumeur de l'uretère lombal, par une néphrostomie déjà en place
JBQE001;Urétéro-pyélo-caliscopie rétrograde, par voie urétrale
JCGE002;Ablation et/ou fragmentation de calcul de l'uretère, par urétéroscopie antérograde par une néphrostomie déjà en place
JCFE001;Exérèse de tumeur de l'uretère lombal, par urétéroscopie rétrograde
HBLD680;Pose d'une couronne dentaire dentoportée céramique-monolithique autre que zircone sur une incisive, une canine ou une première prémolaire
JCAE001;Dilatation de l'uretère, par urétéroscopie rétrograde
JBQG002;Pyélocaliscopie, par voie transcutanée
JAQL006;Scintigraphie rénale glomérulaire ou tubulaire avec mesure des clairances radio-isotopiques plasmatique et urinaire
HHCC007;Colostomie cutanée, par coelioscopie
HGEA003;Réduction d'invagination intestinale aigüe, par laparotomie
HGHD002;Biopsie entérale à l'aveugle à la sonde, par voie nasale
HGFE003;Exérèse d'un polype de plus de 1cm de diamètre ou de 4 polypes ou plus de l'intestin grêle, par jéjunoscopie
HGFA005;Résection segmentaire unique de l'intestin grêle pour occlusion, par laparotomie
HGQE004;Entéroscopie jéjunale et/ou iléale peropératoire
HFQD001;Manométrie gastro-duodéno-jéjunale avec enregistrement de l'activité antro-pyloro-duodénale
HEQD001;Manométrie oesophagienne sur 24 heures, avec mesure du pH
HEQL001;Recherche radio-isotopique d'un reflux gastrooesophagien
HGLA001;Pose d'une sonde de jéjunostomie pour alimentation entérale, par laparotomie
HHFA025;Appendicectomie avec toilette péritonéale pour péritonite aigüe généralisée, par coelioscopie ou par laparotomie avec préparation par coelioscopie
HJND001;Destruction de lésion du rectum, par voie anale
HKLA002;Pose d'un sphincter anal artificiel
HKEA001;Transposition postérieure de l'anus
HEDA001;Diverticulopexie de l'oesophage, par cervicotomie
HHCC001;Suture de plaie ou de perforation du côlon, par coelioscopie
HHFA022;Colectomie totale avec conservation du rectum, avec anastomose iléorectale, par laparotomi
HHFA004;Colectomie totale avec conservation du rectum, avec anastomose iléorectale, par coelioscopie ou par laparotomie avec préparation par coelioscopi
HGCA007;Exclusion du duodénum, par laparotomie
HGLE001;Pose d'une endoprothèse du duodénum, par oeso-gastro-duodénoscopie
LBBA004;Comblement de perte de substance mandibulaire interruptrice segmentaire latérale respectant la région articulaire, par abord intrabuccal ou facial
LBFA007;Maxillectomie totale, avec reconstruction du plancher de l'orbite par lambeau de septum nasal
LEPA007;Ostéotomie antérieure ou discectomie totale pour déformation rigide de la colonne vertébrale, avec arthrodèse et correction instrumentale, sur 4 vertèbres ou plus, par thoracotomie
LGFA003;Exérèse distale du sacrum [Sacrectomie respectant S1 et S2], par abord antérieur et par abord postérieur
MCEP002;Réduction orthopédique de fracture ou de décollement épiphysaire de l'extrémité proximale et/ou de fracture de la diaphyse d'un os ou des 2 os de l'avant-bras
MBCB002;Ostéosynthèse de fracture de la diaphyse de l'humérus par matériel centromédullaire, à foyer fermé
MCPA010;Ostéotomie simple de la diaphyse d'un os de l'avant-bras
MAFA003;Scapulectomie partielle respectant la glène, par abord direct
DGPC809;Mise à plat d'un anévrisme aorto-ilio-fémoral avec pose d'élément prothétique bifurqué aorto-ilio-fémoral, par coelioscopie avec clampage infrarénal
MCCA002;Ostéosynthèse préventive d'un os de l'avant-bras pour lésion ostéolytique, à foyer ouvert
MCCA007;Ostéosynthèse de fracture de la diaphyse des 2 os de l'avant-bras avec réduction de luxation au coude ou au poignet, à foyer ouvert
MCCA003;Ostéosynthèse de fracture de la diaphyse d'un os de l'avant-bras avec réduction d'une luxation de l'autre os au coude ou au poignet, à foyer ouvert
MACA003;Ostéosynthèse de fracture de la scapula, à foyer ouvert
MBGA001;Évidement de l'épiphyse proximale de l'humérus en présence d'un cartilage épiphysaire actif avec comblement, par abord direct
LMMA014;Cure de hernie de la paroi abdominale antérieure avant l'âge de 16 ans, par abord direct
MBEP001;Réduction orthopédique extemporanée de fracture ou de décollement épiphysaire de l'extrémité proximale de l'humérus ou de fracture de la diaphyse de l'humérus
MCPA011;Décortication des 2 os de l'avant-bras avec ostéosynthèse pour pseudarthrose
MCFA003;Résection de l'olécrâne, par arthrotomie
MAGA003;Évidement de la scapula sans comblement, par abord direct
MCPA014;Décortication d'un os de l'avant-bras pour pseudarthrose
MCQK001;Radiographie de l'avant-bras
MADP001;Contention orthopédique unilatérale ou bilatérale de fracture de la clavicule
MCPA008;Dissociation des deux os de l'avant-bras pour création d'une pince préhensile après amputation de main
LHFA027;Arthrectomie totale bilatérale et/ou ostéotomie postérieure pour déformation rigide de la colonne vertébrale avec arthrodèse, correction instrumentale et ostéotomie antérieure transpédiculaire, sur 3 à 5 vertèbres, par abord postérieur
LJFA001;Gibbectomie, par abord direct
LHMA013;Correction instrumentale d'une déformation souple de la colonne vertébrale avec arthrodèse de 6 à 9 vertèbres par abord postérieur, avec résection de 3 côtes ou plus
LJFA008;Résection de la paroi thoracique, avec prothèse
LJMA001;Thoracoplastie de 6 côtes ou plus
LJHB001;Biopsie osseuse du sternum et/ou des côtes, par voie transcutanée
LMMA016;Cure unilatérale d'une hernie de l'aine sans pose de prothèse sous anesthésie locale, par abord inguinal
ZZNL055;Irradiation externe en conditions stéréotaxiques par machine dédiée produisant des photons avec guidage par imagerie, sans synchronisation avec la respiration, en dose unique
ZZQP147;Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage de 3 structures anatomiques, avec prélèvement non différencié sur chaque structure
ZZQP114;Examen immunohistochimique de prélèvement tissulaire fixé avec 5 anticorps ou plus, sans quantification du signal
JGQP001;Examen anatomopathologique de fragment de résection endoscopique de la prostate
ZZQP133;Examen cytopathologique de l'étalement de produit de ponction de 4 structures anatomiques ou plus, sur une cible pour chaque structure
ZZQP109;Examen anatomopathologique d'une pièce d'expulsion
ZZNL048;Séance d'irradiation externe par accélérateur linéaire de puissance égale ou supérieure à 5 mégavolts [MV], équipé d'un collimateur multilame
GLLP007;Oxygénothérapie hyperbare avec inhalation d'oxygène pur d'une durée minimale de 60 minutes à une pression de 200 à 280 kilopascals [kPa] chez un patient en ventilation spontanée, pour affection en phase aigüe
GLLD021;Oxygénothérapie hyperbare avec inhalation d'oxygène pur d'une durée minimale de 60 minutes à une pression de 200 à 280 kilopascals [kPa], chez un patient en ventilation mécanique
GFQP002;Examen anatomopathologique d'une pièce de pneumonectomie ou de pièces de lobectomies pulmonaires multiples
GLQP017;Épreuve d'oxygénothérapie hyperbare [OHB] avec mesure transcutanée de la pression partielle en oxygène [PtcO2]
AGMP001;Préparation à une irradiation externe du névraxe [irradiation craniospinale]
GEQP001;Examen cytopathologique de produit différencié de lavage bronchioloalvéolaire bilatéral, avec coloration spéciale
GEQP002;Examen cytopathologique de produit de lavage bronchioloalvéolaire unilatéral, avec une coloration spéciale
GLLP006;Oxygénothérapie hyperbare avec inhalation d'oxygène pur d'une durée minimale de 60 minutes à une pression de 200 à 280 kilopascals [kPa] chez un patient en ventilation spontanée, pour affection en dehors de la phase aigüe
GLBP003;Compression thérapeutique avec inhalation de mélange suroxygéné ou d'oxygène pur à une pression initiale égale ou supérieure à 280 kilopascals [kPa], d'une durée de 7 heures ou plus
GLBP002;Compression thérapeutique avec inhalation de mélange suroxygéné ou d'oxygène pur à une pression initiale égale ou supérieure à 280 kilopascals [kPa], d'une durée de 1 à 3 heures
ZZQP169;Examen anatomopathologique de pièce d'exérèse de plusieurs structures anatomiques contiguës, avec examen des marges nécessitant un échantillonnage
ZZQP110;Examen cytopathologique de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage de 3 structures anatomiques, avec prélèvement non différencié sur chaque structure
ZZQP166;Examen anatomopathologique de pièces d'exérèse bilatérale d'une structure anatomique paire en plusieurs fragments différenciés par le préleveur sur chaque structure anatomique, avec examen des marges ou de recoupe de chaque structure
ZZQP116;Examen cytopathologique de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage d'une structure anatomique, avec inclusion en paraffine
ZZQP108;Examen cytopathologique de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage d'une structure anatomique, avec inclusion en paraffine et examen immunocytochimique
ZZQP107;Examen cytopathologique de l'étalement de produit de brossage, de grattage ou d'écouvillonnage de la peau ou de muqueuse
ZZMP015;Confection d'un système de contention personnalisé [individualisé] pour radiothérapie externe
GCFD002;Exérèse de lésion du rhinopharynx, par voie nasale et/ou par voie buccale avec laser
GCQE003;Fibroscopie du pharynx et du larynx par voie nasale, avec examen stroboscopique du larynx
HASA025;Fermeture d'une communication buccosinusienne par lambeau de transposition du corps adipeux de la joue, par abord intrabuccal
HBDD014;Contention peropératoire des arcades dentaires par un arc vestibulaire continu sur l'une, par autre moyen sur l'autre
HBDD002;Contention d'une arcade dentaire par dispositif amovible, après traitement orthodontique
HBED028;Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 1 arcade sans adjonction de dispositif associé, avec contention de l'autre arcade par dispositif fixe après traitement orthodontique
HASA009;Fermeture d'une communication buccosinusienne et/ou bucconasale par lambeau de muscle temporal, par abord intrabuccal et par abord facial
BJLB001;Injection unilatérale ou bilatérale de toxine botulique dans les muscles oculomoteurs
GEQE011;Bronchoscopie au tube rigide, avec lavage bronchioloalvéolaire à visée diagnostique
GLJF001;Épuration extracorporelle du dioxyde de carbone [CO2] par voie veinoveineuse, par 24 heures
GLJF002;Épuration extracorporelle du dioxide de carbone [CO2] par voie veinoartérielle, par 24 heures
YYYY021;Irradiation de contact pour affection maligne
YYYY016;Protocole de traitement par radiothérapie de contact pour affection maligne
YYYY030;Supplément pour réalisation d'un examen radiographique à images numérisées
YYYY036;Supplément pour exérèse de nævi cellulaires ou de tumeurs cutanées malignes de moins de 5 cm²
YYYY035;Participation d'un 2ème chirurgien au cours d'un acte de chirurgie cardiaque avec CEC
YYYY043;Supplément pour exérèse de nævi cellulaires ou de tumeurs cutanées malignes de 5 cm² à 10 cm²
HAND005;Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de plus de 4 cm de grand axe, par voie buccale avec laser
HBED003;Réimplantation de 2 dents permanentes expulsées
HASD001;Fermeture secondaire bilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux, avec autogreffe osseuse
HASA008;Fermeture primaire bilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, sans réparation complète de la déformation nasale [Chéiloplastie primaire bilatérale pour fente labiale]
HBFA004;Ostéoplastie soustractive de l'arcade alvéolaire sur un secteur de 4 à 6 dents
HBDD018;Contention des arcades dentaires par dispositif amovible bimaxillaire monobloc [tooth positioner] et dispositif fixe sur 2 arcades, après traitement orthodontique
HBDD009;Contention des arcades dentaires par dispositif amovible, après traitement orthodontique
HASA023;Fermeture primaire unilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, avec réparation complète de la déformation nasale [Chéilorhinoplastie primaire unilatérale pour fente labiale]
HAMB001;Réfection de l'aspect du vermillon labial par dermopigmentation
HBED027;Réduction d'une malocclusion et/ou d'une malposition alvéolodentaire par dispositif fixe multiattache total sur 1 arcade avec adjonction de dispositif associé, avec contention de l'autre arcade par dispositif amovible après traitement orthodontique
HASA015;Fermeture primaire unilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, sans réparation complète de la déformation nasale [Chéiloplastie primaire unilatérale pour fente labiale]
HAMA016;Réparation de perte de substance de lèvre par lambeau hétérolabial
HAMA026;Pelviglossoplastie
HAMA028;Correction de rétraction de lèvre par autoplastie locale
EJQH002;Phlébographie bilatérale du membre inférieur par injection intraveineuse transcutanée au pied, avec iliocavographie par injection intraveineuse transcutanée fémorale bilatérale
EMNH001;Sclérose d'une tumeur ou d'une malformation vasculaire du membre inférieur, par injection transcutanée intralésionnelle d'agent pharmacologique avec guidage radiologique
ENFA001;Thrombectomie de pontage artériel d'un membre avec réfection d'anastomose sans prolongement du pontage, par abord direct
EJSA003;Ligature d'une veine profonde du membre inférieur, par abord direct
EQKA003;Changement d'un système d'assistance circulatoire mécanique ventriculaire, par thoracotomie sans CEC
HHFA027;Résection complète d'un prolapsus colorectal extériorisé, avec anastomose coloanale et myorraphie du plancher pelvien
HGFA002;Prélèvement d'intestin grêle, chez un sujet en état de mort encéphalique
HGFE005;Exérèse de la papille duodénale majeure, par oeso-gastro-duodénoscopie
HGNE001;Séance de destruction de lésion du duodénum, par oeso-gastro-duodénoscopie
JDFA010;Exérèse de la plaque d'une exstrophie vésicale avec dérivation urinaire, avec ostéotomie du bassin
JCQE002;Urétéroscopie par une urétérostomie cutanée transintestinale non continente
JDQE002;Exploration endoscopique d'une néovessie intestinale
JCQE001;Urétéroscopie par une urétérostomie cutanée directe
JDHE001;Biopsie de la vessie à l'anse coupante, par endoscopie
NBGA009;Désépiphysiodèse périphérique au fémur ou au tibia
NBGA008;Désépiphysiodèse centrale au fémur ou au tibia
JDFA014;Cystectomie partielle avec implantation de matériel pour irradiation interstitielle de la vessie, par laparotomie
JDQD005;Cystomanométrie par cathétérisme urétral, avec mesure des pressions intrarectales ou intravaginales, débitmétrie mictionnelle, électromyographie des muscles du périnée, étude des latences des réflexes sacraux et des potentiels évoqués somesthésiques
JCPD001;Reperméation de l'uretère par forage intraluminal
JDFA005;Cystectomie totale, par laparotomie
JDFA006;Cystectomie totale avec anastomose urétérocolique et confection d'un réservoir détubulé rectosigmoïdien ou iléo-recto-sigmoïdien, par laparotomie
JDJD001;Évacuation de la vessie par cathétérisme transitoire [Sondage vésical évacuateur]
JCPE002;Incision du méat urétéral, par endoscopie
JDSA009;Fermeture d'une exstrophie vésicale avec allongement du pénis, avec ostéotomie du bassin
JDCJ001;Cystostomie, par voie transcutanée avec guidage échographique
JDQJ001;Échographie de la vessie et de la prostate, par voie urétrale
JCPE001;Incision d'une urétérocèle, par endoscopie
JDQJ002;Échographie transcutanée et échographie par voie rectale et/ou vaginale [par voie cavitaire] de la vessie
JDFA008;Cystectomie totale avec urétérostomie cutanée transintestinale par anse non détubulée, par laparotomie
JDPA002;Cystotomie à visée thérapeutique, par laparotomie
JDQD004;Cystomanométrie par cathétérisme urétral, avec mesure des pressions intrarectales ou intravaginales, débitmétrie mictionnelle, électromyographie des muscles du périnée et étude des latences des réflexes sacraux
HMQA001;Endoscopie peropératoire des voies biliaires, par abord transcystique ou par cholédochotomie
HNCA005;Anastomose entre un faux kyste du pancréas et le jéjunum [Kystojéjunostomie], par laparotomie
HNCA004;Anastomose pancréaticojéjunale avec gastrojéjunostomie, par laparotomie
HNQH003;Pancréatographie rétrograde par cathétérisme de la papille duodénale majeure, par oeso-gastro-duodénoscopie
HPFA003;Exérèse de lésion d'un repli péritonéal [méso] sans résection intestinale, par laparotomie
HPJB001;Évacuation d'un épanchement intrapéritonéal, par voie transcutanée
LMFA003;Exérèse d'un bourgeon ombilical
LLCA005;Suture de plaie ou de rupture récente de la coupole du diaphragme, par laparotomie
LHMA015;Correction instrumentale d'une déformation souple de la colonne vertébrale avec arthrodèse de 10 vertèbres ou plus, par abord postérieur
MHEP002;Réduction orthopédique d'une luxation ou d'une luxation-fracture métacarpophalangienne ou interphalangienne d'un doigt
MJEA012;Transfert musculotendineux pour rétablissement de la flexion active du coude
MHMP007;Confection d'une orthèse statique d'un doigt
MHEA003;Réduction d'une luxation de l'articulation métacarpophalangienne ou interphalangienne d'un doigt, par arthrotomie
MJEA001;Transfert musculotendineux et/ou ténodèse pour rétablissement de l'ouverture des doigts longs et du pouce
MGQC001;Exploration de l'articulation du poignet, par arthroscopie
NACA004;Ostéosynthèse de fracture des colonnes antérieure et postérieure de l'acétabulum, par un ou deux abords
NBPA009;Ostéotomie de dérotation de l'extrémité distale du fémur ou de l'extrémité proximale du tibia, avec abord vasculaire ou nerveux préalable
NAQK007;Radiographie de la ceinture pelvienne [du bassin] selon 2 incidences
NACA003;Ostéosynthèse de fracture de l'acétabulum, par abord antérieur
NBFA007;Résection "en bloc" d'une extrémité et/ou de la diaphyse du fémur
MDMA001;Reconstruction d'un os de la main par greffe ou matériau inerte non prothétique
MEQC002;Exploration de l'articulation de l'épaule, par arthroscopie
MDFA005;Résection "en bloc" d'os du carpe et/ou du métacarpe
MDCA011;Ostéosynthèse de fracture extraarticulaire d'un os de la main, à foyer ouvert
MDCA007;Ostéosynthèse de fractures extraarticulaires de plusieurs os de la main, à foyer ouvert
MDPA002;Ostéotomie d'un os de la main
MFFA001;Résection "en bloc" du coude [Arthrectomie monobloc du coude]
MDPA005;Ostéotomie du premier métacarpien pour malformation congénitale
MDCA004;Ostéosynthèse de fractures articulaires de plusieurs os de la main, à foyer ouvert
MZLH001;Injection thérapeutique d'agent pharmacologique dans une articulation ou une bourse séreuse du membre supérieur, par voie transcutanée avec guidage scanographique
MJPA012;Désinsertion ou allongement des muscles épicondyliens latéraux au coude, par abord direct
MZFA001;Amputation complète d'un rayon de la main
MZFA010;Désarticulation scapulohumérale [Désarticulation de l'épaule]
MZLH002;Injection thérapeutique d'agent pharmacologique dans une articulation ou une bourse séreuse du membre supérieur, par voie transcutanée avec guidage radiologique
MJJA004;Évacuation d'un phlegmon de gaine synoviale digitale ou digitocarpienne étendu à la main et/ou à l'avant-bras, par abord direct
MJFA015;Ténosynovectomie des muscles fléchisseurs des doigts sur un rayon de la main, par abord direct
MHDA002;Arthrodèse intermétacarpienne du premier espace interosseux, par arthrotomie
JKQP002;Examen anatomopathologique d'une pièce de conisation du col de l'utérus ou de mastectomie partielle
